Name	Set	ImageFile	Errata	Restricted	Cycle	Pack	Release Order	Edition	Unique	Faction	Type	SubType	Cost	Terror	Combat	Arcane	Investigation	Skill	Text
Josef Meiger, Metaphysicist	DOTU	Dez052-R		R	Denizens of the Underworld	Deluxe 06	,14-052	LCG	*	Silver Twilight	Character	Criminal. Government. Lodge.	3		1	1	1	3	When Josef Meiger leaves play, destroy all Artifact and Ritual support cards you control. Response: When Josef Meiger commits to a story, search your deck for an Artifact or Ritual support card and put it into play. Then, shuffle your deck.
Hoarding Knowledge	DOTU	Dez053			Denizens of the Underworld	Deluxe 06	,14-053	LCG		Silver Twilight	Event	Tactic.	0						Response: After a character is exhausted, choose a card in your hand and add it to a domain that has only [Silver Twilight] resources attached. Then, return a card from the same domain to your hand.
Sebastion Blake, Attuned to the Universe	DOTU	Dez054			Denizens of the Underworld	Deluxe 06	,14-054	LCG	*	Yog-Sothoth	Character	Sorcerer.	2	1	1			2	Response: After you succeed at a story where Sebastion Blake is committed, put any one card from your discard pile on the top of your deck.
Mind Swap	DOTU	Dez055			Denizens of the Underworld	Deluxe 06	,14-055	LCG		Yog-Sothoth	Event	Spell. Tactic.	2						Action: Choose a character you control and a character an opponent controls. Those characters trade struggle icons until the end of the phase. Then draw a card.
Initiate of Dagon	TSB	tsb001			Sleeper Below	Deluxe 07	,15-001	LCG		Cthulhu	Character	Cultist.	0					1	
Watcher of Signs	TSB	tsb002			Sleeper Below	Deluxe 07	,15-002	LCG		Cthulhu	Character	Cultist.	1					1	While you control no non-[Cthulhu], Watcher of Signs gains an [Investigation] icon. Response: After a Disaster card is played, choose a resource and move it to another domain controlled by the same player.
Gustaf Johansen, The Harbinger	TSB	tsb003			Sleeper Below	Deluxe 07	,15-003	LCG	*	Cthulhu	Character	Cultist.	1		1			1	Forced Response: After a Cultist leaves play, draw 1 card. Limit 3 times per turn.
Mariner	TSB	tsb004			Sleeper Below	Deluxe 07	,15-004	LCG		Cthulhu	Character	Cultist.	2		1			1	Response: After an opponent has committed at least 1 character to a story, exhaust Mariner to commit it and all uncommitted characters to a single story. At the end of the phase, sacrifice Mariner if able.
Black Winged One	TSB	tsb005			Sleeper Below	Deluxe 07	,15-005	LCG		Cthulhu	Character	Monster.	2		2			2	Disrupt: When an opponent’s card would go to the discard pile, instead put that card on the bottom of its owner’s deck. Then, Black Winged One gains a # icon until the end of the phase. Limit once per phase
Obsessive Zealot	TSB	tsb006			Sleeper Below	Deluxe 07	,15-006	LCG		Cthulhu	Character	Cultist.	2	1		1		1	Response: After Obsessive Zealot leaves play, choose 1 character. That character goes insane.
Ian Hardaway, Uncanny Presence	TSB	tsb007			Sleeper Below	Deluxe 07	,15-007	LCG	*	Cthulhu	Character	Independent.	2			3		2	Fast. 
Akhlut	TSB	tsb008			Sleeper Below	Deluxe 07	,15-008	LCG		Cthulhu	Character	Monster.	3	1	1			3	Villainous. Fast. While you control no non-[Cthulhu] cards, Akhlut gains a T icon and other Monster characters you control gain CC icons.
Asuilaak, Fallen Angakkuq	TSB	tsb009			Sleeper Below	Deluxe 07	,15-009	LCG	*	Cthulhu	Character	Cultist.	3	1		1		3	Villainous. Fast. While you control no non-[Cthulhu] cards, Asuilaak gains a T icon and other Cultist characters you control gain an A icon.
Bone Sculptor	TSB	tsb010			Sleeper Below	Deluxe 07	,15-010	LCG	*	Cthulhu	Character	Cultist. Artist.	3			2		2	Action: Exhaust Bone Sculptor and pay X (minimum of 1) to choose 1 character in any discard pile with a cost of X or lower. Put it into play under your control. At the end of the phase remove it from the game. Limit once per turn.
Dwellers Below	TSB	tsb011			Sleeper Below	Deluxe 07	,15-011	LCG		Cthulhu	Character	Deep One. Servitor.	3	1	1			2	Action: Choose a non-Ancient One character. Put that character and Dwellers Bellow on the bottom of its owner’s decks.
Functional Psychopath	TSB	tsb012			Sleeper Below	Deluxe 07	,15-012	LCG		Cthulhu	Character	Independent.	3		1			3	Forced Response: After characters uncommit from a story, choose and destroy the character with the lowest cost.
Henry Anthony Wilcox, Neurotic Genius	TSB	tsb013			Sleeper Below	Deluxe 07	,15-013	LCG	*	Cthulhu	Character	Cultist. Dreamer.	4		2	1		4	Response: After you play a Cultist character, Henry Anthony Wilcox gains Invulnerability, and Cultist characters you control gain a T icon until the end of the turn.
Ruinous Star Spawn	TSB	tsb014			Sleeper Below	Deluxe 07	,15-014	LCG		Cthulhu	Character	Servitor.	5	2	2			5	When you play Ruinous Star Spawn, you may sacrifice X Cultist characters to lower Ruinous Star Spawn’s cost by X. Response: After you play Ruinous Star Spawn, choose a story. Remove all success tokens from the chosen story.
Fiona Day, Driven Visionary	TSB	tsb015			Sleeper Below	Deluxe 07	,15-015	LCG	*	Cthulhu	Character	Cultist. Dreamer.	5		2	2		3	Disrupt: After you play Fiona Day, sacrifice X other Cultist characters to place X success tokens on 1 story.
Hunting Wendigo	TSB	tsb016			Sleeper Below	Deluxe 07	,15-016	LCG		Cthulhu	Character	Monster. Polar.	6	2	3			5	Disrupt: When Hunting Wendigo would be destroyed, instead discard all wound tokens and attachments from it and attach it as a Dormant card at a story.
Followers of R'lyeh, Growing in Number	TSB	tsb017			Sleeper Below	Deluxe 07	,15-017	LCG	*	Cthulhu	Character	Society. Cultist	6	1	3	1		6	Reduce the cost to play Followers of R’lyeh by 2 for each story card in an opponent’s won pile. Forced Response: After you play Followers of R’lyeh, each player sacrifices 2 non-Cultist characters that he controls.
Kassogtha, Leviathan of Disease	TSB	tsb018			Sleeper Below	Deluxe 07	,15-018	LCG	*	Cthulhu	Character	Ancient One.	7	2	1	2		7	Villainous. Invulnerability. When you play Kassogtha, you may sacrifice X Cultist characters to lower Kassogtha’s cost by X. Forced Response: After you play Kassogtha, choose 1 character, 1 support card, and 1 conspiracy, if able. Destroy all chosen cards.
Cthulhu, The Sleeper Below	TSB	tsb019			Sleeper Below	Deluxe 07	,15-019	LCG	*	Cthulhu	Character	Ancient One.	10	2	2	1		10	Villainous. Dormant. Invulnerability. Disrupt: After you play Cthulhu, discard up to 3 total resources from your domains. Each player must sacrifice each character and support card he controls of cost X or lower. X is the number of resources discarded in this way.
Horrific Statuette	TSB	tsb020			Sleeper Below	Deluxe 07	,15-020	LCG		Cthulhu	Support	Item.	1						Action: Exhaust Horrific Statuette to choose 1 Cultist character. Choose an icon type and change any number of that character’s icons to that icon type.
Tidal Pool	TSB	tsb021			Sleeper Below	Deluxe 07	,15-021	LCG		Cthulhu	Support	Attachment. Environment.	1						Attach to a story card. Forced Response: The player who lost the skill check at the attached story must sacrifice a non-[Cthulhu] character committed to this story, if able.
Twisted Acropolis	TSB	tsb022			Sleeper Below	Deluxe 07	,15-022	LCG		Cthulhu	Support	Location.	2						Disrupt: When a character would be sacrificed, pay 1 to put a Cultist character from your hand into play.
Seven Cryptical Books of Hsaan, Secrets of the Other Gods	TSB	tsb023			Sleeper Below	Deluxe 07	,15-023	LCG	*	Cthulhu	Support	Tome.	2						Response: After a character is destroyed, look at the top 4 cards of your deck and arrange them in any order.
Summon the Sleeper	TSB	tsb024			Sleeper Below	Deluxe 07	,15-024	LCG		Cthulhu	Support	Ritual.	2						Forced Response: When you exhaust a Cultist character, place 1 success token on Summon the Sleeper. Action: Sacrifice Summon the Sleeper and discard 5 success tokens from it to search your deck for a Servitor or Ancient One, reveal it, and add it to your hand.
Unaussprechlichen Kulten, The Sussex Manuscript	TSB	tsb025-E	E		Sleeper Below	Deluxe 07	,15-025	LCG	*	Cthulhu	Support	Tome.	2						Action: During the operations phase, reveal the top card of your deck. If that card is a Cultist character, you may play that card as if it were in your hand.
7 Thomas Street, The Fleur-de-Lys Building	TSB	tsb026			Sleeper Below	Deluxe 07	,15-026	LCG	*	Cthulhu	Support	Location.	2						Players must pay 1 as an additional cost to play an event card. Each player may ignore this effect if he controls 2 or more Cultist characters.
Irem, The City of Pillars	TSB	tsb027			Sleeper Below	Deluxe 07	,15-027	LCG	*	Cthulhu	Support	Lost Civilization.	5						Dormant. Action: Sacrifice Irem to have each player sacrifice all but 2 characters he controls.
Aurora Borealis	TSB	tsb028			Sleeper Below	Deluxe 07	,15-028	LCG		Cthulhu	Event	Polar.	0						Action: Ignore the resource match requirement of the next character card you play this phase.
Black Seas of Infinity	TSB	tsb029			Sleeper Below	Deluxe 07	,15-029	LCG		Cthulhu	Event	Disaster.	0						Play only during the story phase. Action: Drain all domains.
Cthulhu Fhtagn!	TSB	tsb030			Sleeper Below	Deluxe 07	,15-030	LCG		Cthulhu	Event	Disaster.	1						Response: After a character commits to a story, its controller must either discard 1 of his success tokens from that story or discard a card from his hand.
Foul Induction	TSB	tsb031			Sleeper Below	Deluxe 07	,15-031	LCG		Cthulhu	Event	Spell.	3						Action: Put any number of Cultist characters with a combined printed cost of 3 or lower from your discard pile into play.
Polar Vortex	TSB	tsb032			Sleeper Below	Deluxe 07	,15-032	LCG		Cthulhu	Event	Polar. Disaster	3						Action: Each player skips his next refresh phase.
The Stars are Right	TSB	tsb033			Sleeper Below	Deluxe 07	,15-033	LCG		Cthulhu	Event		4						Loyal. Action: Put a Dormant character into play from your hand. At the end of the phase, attach it as a Dormant card at a story where you have no success tokens, otherwise remove it from the game.
From the Depths	TSB	tsb034			Sleeper Below	Deluxe 07	,15-034	LCG		Cthulhu	Event	Disaster.	6						Action: Reveal the top 5 cards of your deck and put all characters revealed into play. Return all other cards to the top of your deck in the same order.
Raising of the Great Old Ones	TSB	tsb035.png			Sleeper Below	Deluxe 07	,15-035	LCG		Cthulhu	Conspiracy		0						Characters that are made insane at this conspiracy are destroyed. Characters wounded by losing the [Combat] struggle at this conspiracy are attached to a domain of their owner’s choosing instead of being destroyed.
Kelly McIlhenney, The Lure	TSB	tsb036			Sleeper Below	Deluxe 07	,15-036	LCG	*	Neutral	Character	Independent.	2			1		1	Response: After Kelly McIlhenney commits to a story add 1 success token to her. Action: Sacrifice Kelly McIlhenney to search your deck for a Character with cost X or less and put it in your hand. X is the number of success tokens on Kelly McIlhenney.
Even Death May Die	TSB	tsb037			Sleeper Below	Deluxe 07	,15-037	LCG		Neutral	Support	Attachment. Curse.	2						Attach to an opponent’s discard pile. Fated 4. Disrupt: When a card would enter the attached discard pile, instead remove it from the game. Then, place 1 success token on Even Death May Die.
Ancestral Fear	TSB	tsb038			Sleeper Below	Deluxe 07	,15-038	LCG		Neutral	Event	Madness.	1						Disrupt: When a card effect would cause any number of characters you control to leave play, instead choose and drive any number of those characters insane to cancel the effect on that character.
Inspector John Legrasse, Following the Clues	TSB	tsb039			Sleeper Below	Deluxe 07	,15-039	LCG	*	Agency	Character	Investigator.	3		1		2	1	Heroic. Toughness +1. Response: After an opponent triggers a card effect that targets a card you control, refresh a domain.
The Peel Association, Protecting Mankind	TSB	tsb040			Sleeper Below	Deluxe 07	,15-040	LCG	*	Agency	Character	Society. Government.	6		3		2	6	Reduce the cost to play The Peel Association by 2 for each story card in an opponent’s won pile. Response: After you play The Peel Association, choose a domain. Turn each resource attached to that domain facedown. They are now considered to provide only neutral resources.
Ardois-Bonnot, The Surrealist	TSB	tsb041			Sleeper Below	Deluxe 07	,15-041	LCG	*	Hastur	Character	Artist. Lunatic.	3		2	1		3	Loyal. Response: After you commit Ardois-Bonnot to a non-conspiracy story, drive him insane to trigger the effect of that story.
Sons of Carcosa, Servants to the King	TSB	tsb042			Sleeper Below	Deluxe 07	,15-042	LCG	*	Hastur	Character	Society. Cultist	6	2	1	2		6	Society. Cultist. Reduce the cost to play Sons of Carcosa by 2 for each story card in an opponent’s won pile. Response: After a player readies one or more cards outside of the refresh phase, he must make a character he controls go insane, if able.
Professor William Webb, Finder of Hidden Connections	TSB	tsb043			Sleeper Below	Deluxe 07	,15-043	LCG	*	Miskatonic University	Character	Faculty. Explorer.	3				2	4	Fast. When you would place a success token at a story at which Professor William Webb is committed, you may instead place that success token at another story.
